final score,gamer?,game days / week,team frequency,top 5 games,games essay,CODE,Gamer Group
93,True,2,Some of the time,"Mortal Kombat,Baulder's Gate 3,Animal Crossing,The Sims,Minecraft","It does, it helps me work alongside others for a common goal. It helps me improve my teamwork **skills** because we all have to work together to achieve something. ",CLB-MNG,Low Frequency
93,True,2,Some of the time,"Mortal Kombat,Baulder's Gate 3,Animal Crossing,The Sims,Minecraft","It does, it helps me work alongside others for a **common goal**. It helps me improve my teamwork skills because we all have to work together to achieve something. ",PRO-GOL,Low Frequency
93,True,2,Some of the time,"Mortal Kombat,Baulder's Gate 3,Animal Crossing,The Sims,Minecraft","It does, it helps me work alongside others for a common goal. It helps me improve my **teamwork** skills because we all have to work together to achieve something. ",INT-GRP,Low Frequency
99,True,3,Most of the time,"Elden Ring,Fortnite,Sekiro,Disco Elysium,Black Ops 3","I think it does if you are playing with the right people. I think it can really help with communication **skills**, given that you are playing with people that want to communicate well. I think it helps you become a better team player by increasing communication **skills** and also just social **skills**, something that maybe isn't always the best among computer scientists (myself included).",CLB-MNG,Low Frequency
99,True,3,Most of the time,"Elden Ring,Fortnite,Sekiro,Disco Elysium,Black Ops 3","I think it does if you are playing with the right people. I think it can really help with communication skills, given that you are playing with people that want to communicate well. I think it helps you become a better **team player** by increasing communication skills and also just social skills, something that maybe isn't always the best among computer scientists (myself included).",INT-GRP,Low Frequency
99,True,3,Most of the time,"Elden Ring,Fortnite,Sekiro,Disco Elysium,Black Ops 3","I think it does if you are playing with the right people. I think it can really **help** with communication skills, given that you are playing with people that want to communicate well. I think it helps you become a better team player by increasing communication skills and also just social skills, something that maybe isn't always the best among computer scientists (myself included).",INT-OTH,Low Frequency
73,True,1,Some of the time,"Mario Odyssey,Zelda,Animal crossing,Overcooked,Mario Kart","Since I don't game very often I wouldn't say it impacts my ability to be a team player all that much, but when I do play in teams with others I think that it helps improve communication and understanding when I'm in a ""**stressful**"" or fast paced situation.",COM-PSR,Low Frequency
73,True,1,Some of the time,"Mario Odyssey,Zelda,Animal crossing,Overcooked,Mario Kart","Since I don't game very often I wouldn't say it impacts my ability to be a team player all that much, but when I do play in teams with others I think that it helps improve communication and understanding when I'm in a ""stressful"" or **fast** paced situation.",COM-EFF,Low Frequency
73,True,1,Some of the time,"Mario Odyssey,Zelda,Animal crossing,Overcooked,Mario Kart","Since I don't game very often I wouldn't say it impacts my ability to be a **team player** all that much, but when I do play in **teams** with others I think that it helps improve communication and understanding when I'm in a ""stressful"" or fast paced situation.",INT-GRP,Low Frequency
90,True,4,Some of the time,"Minecraft,Detroit Becomes Human,Elden ring,Lies of P,Don't starve together","Yes, depending on the game. I have played a lot of resource-gathering games, where your **group** either survives or dies altogether. That means that the strongest player still needs to support the weakest player. It can be a hassle to find someone if they get lost or try to do something on their own, so communication also becomes very important. ",INT-GRP,High Frequency
90,True,4,Some of the time,"Minecraft,Detroit Becomes Human,Elden ring,Lies of P,Don't starve together","Yes, depending on the game. I have played a lot of resource-gathering games, where your group either survives or dies altogether. That means that the strongest player still needs to **support** the weakest player. It can be a hassle to find someone if they get lost or try to do something on their own, so communication also becomes very important. ",INT-OTH,High Frequency
95,True,3,Half of the time,"Call of Duty,The Finals,Escape from Tarkov,Art of Rally,Lethal Company","Gaming makes me a better team player by developing my communication skills, so I can better **coordinate** with my team.",CLB-COP,Low Frequency
95,True,3,Half of the time,"Call of Duty,The Finals,Escape from Tarkov,Art of Rally,Lethal Company","Gaming makes me a better team player by developing my communication **skills**, so I can better coordinate with my team.",CLB-MNG,Low Frequency
95,True,3,Half of the time,"Call of Duty,The Finals,Escape from Tarkov,Art of Rally,Lethal Company","Gaming makes me a better **team player** by developing my communication skills, so I can better coordinate with my team.",INT-GRP,Low Frequency
87,True,3,Most of the time,"Valorant, Fortnite,Clash of Clans,,","I would argue gaming does make me a better team player because in all the games I play, teammwork, communication, awareness of your team, and allocating resources correctly is vital to success. This correlates to being a better team player because I have sharpened these **skills** over time. ",CLB-MNG,Low Frequency
87,True,3,Most of the time,"Valorant, Fortnite,Clash of Clans,,","I would argue gaming does make me a better **team player** because in all the games I play, teammwork, communication, awareness of your team, and allocating resources correctly is vital to success. This correlates to being a better **team player** because I have sharpened these skills over time. ",INT-GRP,Low Frequency
87,True,3,Most of the time,"Valorant, Fortnite,Clash of Clans,,","I would argue gaming does make me a better team player because in all the games I play, teammwork, communication, **awareness** of your team, and allocating resources correctly is vital to success. This correlates to being a better team player because I have sharpened these skills over time. ",INT-AWR,Low Frequency
98,True,7,Most of the time,"Escape From Tarkov,League of Legends,Counter Strike,Battlefield,Ghost of Tsushima","I think gaming does make you a better team player. When playing competitive team games, it exposes you to working and communicating with others to reach a common goal. Sometimes in these games things don't always go according to plan, and it then forces you to **quickly** come up with other solutions as a group.",COM-EFF,High Frequency
98,True,7,Most of the time,"Escape From Tarkov,League of Legends,Counter Strike,Battlefield,Ghost of Tsushima","I think gaming does make you a better team player. When playing competitive team games, it exposes you to working and communicating with others to reach a common goal. Sometimes in these games things don't always go according to **plan**, and it then forces you to quickly come up with other solutions as a group.",PRO-STR,High Frequency
98,True,7,Most of the time,"Escape From Tarkov,League of Legends,Counter Strike,Battlefield,Ghost of Tsushima","I think gaming does make you a better team player. When playing competitive team games, it exposes you to working and communicating with others to reach a **common goal**. Sometimes in these games things don't always go according to plan, and it then forces you to quickly come up with other solutions as a group.",PRO-GOL,High Frequency
98,True,7,Most of the time,"Escape From Tarkov,League of Legends,Counter Strike,Battlefield,Ghost of Tsushima","I think gaming does make you a better **team player**. When playing competitive team games, it exposes you to working and communicating with others to reach a common goal. Sometimes in these games things don't always go according to plan, and it then forces you to quickly come up with other solutions as a **group**.",INT-GRP,High Frequency
76,True,2,Some of the time,"Phasmophobia,Mario Kart,Forza Horizon 4,Minecraft,Zelda TOTK","Gaming makes me a better team player by learning how to **effectively communicate** goals and allocate tasks/roles, as well as learn how to compromise with teammates.",COM-EFF,Low Frequency
76,True,2,Some of the time,"Phasmophobia,Mario Kart,Forza Horizon 4,Minecraft,Zelda TOTK","Gaming makes me a better team player by learning how to effectively communicate goals and **allocate tasks**/roles, as well as learn how to compromise with teammates.",CLB-MNG,Low Frequency
76,True,2,Some of the time,"Phasmophobia,Mario Kart,Forza Horizon 4,Minecraft,Zelda TOTK","Gaming makes me a better team player by learning how to effectively communicate goals and **allocate tasks**/roles, as well as learn how to compromise with teammates.",CLB-DEL,Low Frequency
76,True,2,Some of the time,"Phasmophobia,Mario Kart,Forza Horizon 4,Minecraft,Zelda TOTK","Gaming makes me a better **team player** by learning how to effectively communicate goals and allocate tasks/roles, as well as learn how to compromise with teammates.",INT-GRP,Low Frequency
92,True,2,Some of the time,"Rainbow Six Seige,Fortnite,Minecraft,Terraria,Clash Of Clans","I would say playing any type of game, not necessarily only video games, makes you a much better team player. It teaches you lessons about communication and management. When you're playing a game everyone will have a **specific** role to play and a job to accomplish. Learning these skills is definitely important to make you a better team player.",COM-CLR,Low Frequency
92,True,2,Some of the time,"Rainbow Six Seige,Fortnite,Minecraft,Terraria,Clash Of Clans","I would say playing any type of game, not necessarily only video games, makes you a much better team player. It teaches you lessons about communication and management. When you're playing a game everyone will have a specific **role** to play and a job to accomplish. Learning these **skills** is definitely important to make you a better team player.",CLB-MNG,Low Frequency
92,True,2,Some of the time,"Rainbow Six Seige,Fortnite,Minecraft,Terraria,Clash Of Clans","I would say playing any type of game, not necessarily only video games, makes you a much better **team player**. It teaches you lessons about communication and management. When you're playing a game everyone will have a specific role to play and a job to accomplish. Learning these skills is definitely important to make you a better **team player**.",INT-GRP,Low Frequency
87,True,4,Half of the time,"Cities Skylines II,Oxygen Not included,Kerbal Space Program,Warframe,The Finals","I'd say it does, I usually play with my best friend and I've gotten used to the way we both **work together**. Playing with new people is something I do occasionally and its generally in the form of identifying similar end-goals and working toward them for mutual benefit. I like to think it has positively benefitted my brain chemistry. ",CLB-COP,High Frequency
87,True,4,Half of the time,"Cities Skylines II,Oxygen Not included,Kerbal Space Program,Warframe,The Finals","I'd say it does, I usually play with my best friend and I've gotten used to the way we both work together. Playing with new people is something I do occasionally and its generally in the form of identifying similar end-goals and working toward them for mutual benefit. I like to think it has positively benefitted my brain **chemistry**. ",CLB-CMR,High Frequency
33,True,6,Some of the time,"world of tanks,celeste,fortnite,splatoon 3,burnout paradise","I think it greatly depends on the game. In some of the games like splatoon 3 it really does kind of force you to **work as a team**, while many of the other multiplayer games i play, despite being on a team of people, don't really force teamwork and can be played independently. typically when i'm playing fortnite with my friends, I kind of do my own thing while staying somewhat close to the group.",CLB-COP,High Frequency
33,True,6,Some of the time,"world of tanks,celeste,fortnite,splatoon 3,burnout paradise","I think it greatly depends on the game. In some of the games like splatoon 3 it really does kind of force you to work as a team, while many of the other **multiplayer** games i play, despite being on a team of people, don't really force **teamwork** and can be played independently. typically when i'm playing fortnite with my friends, I kind of do my own thing while staying somewhat close to the **group**.",INT-GRP,High Frequency
77,True,4,Most of the time,"Fortnite,Call of Duty Warzone,CSGO,Cyberpunk,Ghost of Tsushima",I believe that it does make you a good **team player**. I think gaming can teach you when you need to take action vs when do you need to fall back and be a cog in the machine. For example in call of duty sometime depending on your situation if you dont take action and expect other people too. More often of the time your team will die. But sometimes just supporting your teammates is enough to catch the win. ,INT-GRP,High Frequency
86,True,3,Half of the time,"Tetris,Minecraft,Overcooked 2,,","Yes, because I’ve learned to communicate and work with others (especially strangers)",UNCODED,Low Frequency
99,True,7,Most of the time,"Apex Legends,VALORANT,R6 Siege,Cuphead,Red Dead Redemption 2",I would like to think it makes me a better team player because of how many team-dependent games I play. I try to play a **role** that betters the odds of us winning and will all-around support our team.,CLB-MNG,High Frequency
99,True,7,Most of the time,"Apex Legends,VALORANT,R6 Siege,Cuphead,Red Dead Redemption 2",I would like to think it makes me a better **team player** because of how many team-dependent games I play. I try to play a role that betters the odds of us winning and will all-around support our team.,INT-GRP,High Frequency
99,True,7,Most of the time,"Apex Legends,VALORANT,R6 Siege,Cuphead,Red Dead Redemption 2",I would like to think it makes me a better team player because of how many team-dependent games I play. I try to play a role that betters the odds of us winning and will all-around **support** our team.,INT-OTH,High Frequency
82,True,5,Half of the time,"World of Warcraft,League of Legends,Overwatch 2,Apex Legends,Minecraft","I'd like to say yes, for most of the games that I play, they are team-based games where one individual player cannot ""win"" on their own, this does promote working well together with your team, however on the other side for a lot of the games I play, playing ""well"" as an individual is just as if not more important than playing well as a team.",UNCODED,High Frequency
100,True,3,Most of the time,"Tom Clancy's Rainbow Six Siege,Counter-Strike 2,Rocket League,Squad,Fallout: New Vegas","I would say that it does make me a better team player, given that a lot of team-based games require communication and detailed **specific** tasks. Specifically, my top 4 games are all team-based games that require coordination whether to pull off a push into a site or to set up teammates to score a goal or even more mil-sim (aka Squad) which require teams to set up logistic runs, tank coordination, squad coordination, and operation management. Besides a large amount of communication being required, a lot of these games require a lot of detail-orientated abilities, such as grenade lineups in CS2, operator coordination so they can play off each other in Rainbow Six Siege, how the ball bounces and reflects off walls in Rocket League, and lastly in Squad, areas that are under-fire and need support, as well as areas that require supplies to as to not be overrun and proper pathing in regards to this. ",COM-CLR,Low Frequency
100,True,3,Most of the time,"Tom Clancy's Rainbow Six Siege,Counter-Strike 2,Rocket League,Squad,Fallout: New Vegas","I would say that it does make me a better team player, given that a lot of team-based games require communication and detailed specific tasks. Specifically, my top 4 games are all team-based games that require **coordination** whether to pull off a push into a site or to set up teammates to score a goal or even more mil-sim (aka Squad) which require teams to set up logistic runs, tank **coordination**, squad **coordination**, and operation management. Besides a large amount of communication being required, a lot of these games require a lot of detail-orientated abilities, such as grenade lineups in CS2, operator **coordination** so they can play off each other in Rainbow Six Siege, how the ball bounces and reflects off walls in Rocket League, and lastly in Squad, areas that are under-fire and need support, as well as areas that require supplies to as to not be overrun and proper pathing in regards to this. ",CLB-COP,Low Frequency
100,True,3,Most of the time,"Tom Clancy's Rainbow Six Siege,Counter-Strike 2,Rocket League,Squad,Fallout: New Vegas","I would say that it does make me a better team player, given that a lot of team-based games require communication and detailed specific tasks. Specifically, my top 4 games are all team-based games that require coordination whether to pull off a push into a site or to set up teammates to score a goal or even more mil-sim (aka Squad) which require teams to set up logistic runs, tank coordination, squad coordination, and operation management. Besides a large amount of communication being required, a lot of these games require a lot of detail-orientated **abilities**, such as grenade lineups in CS2, operator coordination so they can play off each other in Rainbow Six Siege, how the ball bounces and reflects off walls in Rocket League, and lastly in Squad, areas that are under-fire and need support, as well as areas that require supplies to as to not be overrun and proper pathing in regards to this. ",CLB-MNG,Low Frequency
100,True,3,Most of the time,"Tom Clancy's Rainbow Six Siege,Counter-Strike 2,Rocket League,Squad,Fallout: New Vegas","I would say that it does make me a better team player, given that a lot of team-based games require communication and detailed specific tasks. Specifically, my top 4 games are all team-based games that require coordination whether to pull off a push into a site or to set up teammates to score a **goal** or even more mil-sim (aka Squad) which require teams to set up logistic runs, tank coordination, squad coordination, and operation management. Besides a large amount of communication being required, a lot of these games require a lot of detail-orientated abilities, such as grenade lineups in CS2, operator coordination so they can play off each other in Rainbow Six Siege, how the ball bounces and reflects off walls in Rocket League, and lastly in Squad, areas that are under-fire and need support, as well as areas that require supplies to as to not be overrun and proper pathing in regards to this. ",PRO-GOL,Low Frequency
100,True,3,Most of the time,"Tom Clancy's Rainbow Six Siege,Counter-Strike 2,Rocket League,Squad,Fallout: New Vegas","I would say that it does make me a better **team player**, given that a lot of team-based games require communication and detailed specific tasks. Specifically, my top 4 games are all team-based games that require coordination whether to pull off a push into a site or to set up teammates to score a goal or even more mil-sim (aka Squad) which require **teams** to set up logistic runs, tank coordination, squad coordination, and operation management. Besides a large amount of communication being required, a lot of these games require a lot of detail-orientated abilities, such as grenade lineups in CS2, operator coordination so they can play off each other in Rainbow Six Siege, how the ball bounces and reflects off walls in Rocket League, and lastly in Squad, areas that are under-fire and need support, as well as areas that require supplies to as to not be overrun and proper pathing in regards to this. ",INT-GRP,Low Frequency
100,True,3,Most of the time,"Tom Clancy's Rainbow Six Siege,Counter-Strike 2,Rocket League,Squad,Fallout: New Vegas","I would say that it does make me a better team player, given that a lot of team-based games require communication and detailed specific tasks. Specifically, my top 4 games are all team-based games that require coordination whether to pull off a push into a site or to set up teammates to score a goal or even more mil-sim (aka Squad) which require teams to set up logistic runs, tank coordination, squad coordination, and operation management. Besides a large amount of communication being required, a lot of these games require a lot of detail-orientated abilities, such as grenade lineups in CS2, operator coordination so they can play off each other in Rainbow Six Siege, how the ball bounces and reflects off walls in Rocket League, and lastly in Squad, areas that are under-fire and need **support**, as well as areas that require supplies to as to not be overrun and proper pathing in regards to this. ",INT-OTH,Low Frequency
96,True,1,Some of the time,"Valorant,Minecraft,Animal crossing,Sims 4,","I would say, I play most games for my own enjoyment. I wouldn’t say I’m too much of a gamer, but I enjoy playing something to just relax and refresh. Except valorant, that either makes it great team work when communicating effectively, or absolutely can’t work in the team due to others actions. I would say when in a good team dynamic does make it a better game. In Minecraft a little since I play with friend and it’s a little give and take. ",UNCODED,Low Frequency
82,True,2,Never,"Skyrim,Bauldars Gate 3,World of Warcraft,Runescape,Starfield","Yes, being able to communicate effectively during **stressful** situations such as raids or dungeons can translate into the workforce well. ",COM-PSR,Low Frequency
70,True,3,Most of the time,"Risk of Rain 2,The Finals,Valorant,Lethal Company,Apex Legends","I feel that it does, works on **coordination** and communication with a group. ",CLB-COP,Low Frequency
70,True,3,Most of the time,"Risk of Rain 2,The Finals,Valorant,Lethal Company,Apex Legends","I feel that it does, works on coordination and communication with a **group**. ",INT-GRP,Low Frequency
84,True,4,Most of the time,"Ark: SE,Siege,Lethal company,Baldurs gate 3,Avatar FOP","Playing games probably makes me a better team player. Especially in a game like siege. In order to win, you have to divide responsibilities among your teammates and **trust** that they can carry out their jobs. Additionally, I have to carry out my job as well in order to succeed.",CLB-CMR,High Frequency
84,True,4,Most of the time,"Ark: SE,Siege,Lethal company,Baldurs gate 3,Avatar FOP","Playing games probably makes me a better **team player**. Especially in a game like siege. In order to win, you have to divide responsibilities among your teammates and trust that they can carry out their jobs. Additionally, I have to carry out my job as well in order to succeed.",INT-GRP,High Frequency
80,True,3,Half of the time,"Jedi: survivor,Destiny,The finals,Grand Theft Auto ,Dredge","I think so because it helps me be able to communicate while focusing on a task at hand

 ",UNCODED,Low Frequency
72,True,5,Most of the time,"Apex Legends,Rocket League,Overwatch 2,Forza Motorsport,Dark Souls","Yes, definitely. Although it is not my most played game at the moment, Rocket League has taught me the most about the importance of teamwork. I usually play with one or two others, always the same team members though. If I attempt to play by myself, there is a lack of communication and the game is sloppy. There is a clear difference in me playing with a teammate I have never met and me playing with a teammate I have spent hundreds of hours playing with. The ability to communicate effectively and quickly, while knowing that I can trust my teammate to accomplish what I am expecting relieves **pressure** and gives me confidence in my own playing. ",COM-PSR,High Frequency
72,True,5,Most of the time,"Apex Legends,Rocket League,Overwatch 2,Forza Motorsport,Dark Souls","Yes, definitely. Although it is not my most played game at the moment, Rocket League has taught me the most about the importance of teamwork. I usually play with one or two others, always the same team members though. If I attempt to play by myself, there is a lack of communication and the game is sloppy. There is a clear difference in me playing with a teammate I have never met and me playing with a teammate I have spent hundreds of hours playing with. The ability to communicate effectively and **quickly**, while knowing that I can trust my teammate to accomplish what I am expecting relieves pressure and gives me confidence in my own playing. ",COM-EFF,High Frequency
72,True,5,Most of the time,"Apex Legends,Rocket League,Overwatch 2,Forza Motorsport,Dark Souls","Yes, definitely. Although it is not my most played game at the moment, Rocket League has taught me the most about the importance of teamwork. I usually play with one or two others, always the same team members though. If I attempt to play by myself, there is a lack of communication and the game is sloppy. There is a **clear** difference in me playing with a teammate I have never met and me playing with a teammate I have spent hundreds of hours playing with. The ability to communicate effectively and quickly, while knowing that I can trust my teammate to accomplish what I am expecting relieves pressure and gives me confidence in my own playing. ",COM-CLR,High Frequency
72,True,5,Most of the time,"Apex Legends,Rocket League,Overwatch 2,Forza Motorsport,Dark Souls","Yes, definitely. Although it is not my most played game at the moment, Rocket League has taught me the most about the importance of teamwork. I usually play with one or two others, always the same team members though. If I attempt to play by myself, there is a lack of communication and the game is sloppy. There is a clear difference in me playing with a teammate I have never met and me playing with a teammate I have spent hundreds of hours playing with. The ability to communicate effectively and quickly, while knowing that I can **trust** my teammate to accomplish what I am expecting relieves pressure and gives me confidence in my own playing. ",CLB-CMR,High Frequency
72,True,5,Most of the time,"Apex Legends,Rocket League,Overwatch 2,Forza Motorsport,Dark Souls","Yes, definitely. Although it is not my most played game at the moment, Rocket League has taught me the most about the importance of **teamwork**. I usually play with one or two others, always the same team members though. If I attempt to play by myself, there is a lack of communication and the game is sloppy. There is a clear difference in me playing with a teammate I have never met and me playing with a teammate I have spent hundreds of hours playing with. The ability to communicate effectively and quickly, while knowing that I can trust my teammate to accomplish what I am expecting relieves pressure and gives me confidence in my own playing. ",INT-GRP,High Frequency
72,True,5,Most of the time,"Apex Legends,Rocket League,Overwatch 2,Forza Motorsport,Dark Souls","Yes, definitely. Although it is not my most played game at the moment, Rocket League has taught me the most about the importance of teamwork. I usually play with one or two others, always the same team members though. If I attempt to **play by myself**, there is a lack of communication and the game is sloppy. There is a clear difference in me playing with a teammate I have never met and me playing with a teammate I have spent hundreds of hours playing with. The ability to communicate effectively and quickly, while knowing that I can trust my teammate to accomplish what I am expecting relieves pressure and gives me confidence in my own playing. ",DEF-SLO,High Frequency
93,True,7,Some of the time,"Call of Duty MW3,Minecraft,Fortnite,Terraria,Snood","I think so, I play shooter games with my brother which requires a good amount of communication. I don't know if it perfectly translate to working in a team for something like a group project for school but it definitely helps with skills like communication, **collaboration**, and problem-solving",CLB-COP,High Frequency
93,True,7,Some of the time,"Call of Duty MW3,Minecraft,Fortnite,Terraria,Snood","I think so, I play shooter games with my brother which requires a good amount of communication. I don't know if it perfectly translate to working in a team for something like a group project for school but it definitely helps with **skills** like communication, collaboration, and problem-solving",CLB-MNG,High Frequency
93,True,7,Some of the time,"Call of Duty MW3,Minecraft,Fortnite,Terraria,Snood","I think so, I play shooter games with my brother which requires a good amount of communication. I don't know if it perfectly translate to working in a team for something like a **group** project for school but it definitely helps with skills like communication, collaboration, and problem-solving",INT-GRP,High Frequency
102,True,3,Some of the time,"RuneScape 3,Grand Theft Auto 5,Baldur's Gate 3,Red Dead Redemption 2,Payday 2/3","Yes. Usually, I look up walkthroughs or complete guides before doing things with teammates, and I can usually navigate all of us through something we all need to complete. I also enjoy playing support or medic in shooter games so that I can provide my team with the tools they need to capture an objective or advance. I understand that the combined different **skills** of each player is greater than the sum of its parts and having diverse viewpoints to bring to the table usually results in a more rewarding experience.",CLB-MNG,Low Frequency
102,True,3,Some of the time,"RuneScape 3,Grand Theft Auto 5,Baldur's Gate 3,Red Dead Redemption 2,Payday 2/3","Yes. Usually, I look up walkthroughs or complete guides before doing things with teammates, and I can usually navigate all of us through something we all need to complete. I also enjoy playing support or medic in shooter games so that I can provide my team with the tools they need to capture an **objective** or advance. I understand that the combined different skills of each player is greater than the sum of its parts and having diverse viewpoints to bring to the table usually results in a more rewarding experience.",PRO-GOL,Low Frequency
102,True,3,Some of the time,"RuneScape 3,Grand Theft Auto 5,Baldur's Gate 3,Red Dead Redemption 2,Payday 2/3","Yes. Usually, I look up walkthroughs or complete guides before doing things with teammates, and I can usually navigate all of us through something we all need to complete. I also enjoy playing **support** or medic in shooter games so that I can provide my team with the tools they need to capture an objective or advance. I understand that the combined different skills of each player is greater than the sum of its parts and having diverse viewpoints to bring to the table usually results in a more rewarding experience.",INT-OTH,Low Frequency
97,True,2,Never,"chess,poker,hearthstone,,",When I used to play **multiplayer** games that was definitely the case. Just learning what to expect from your teammates can help with rotations and generally with what you can expect to happen.,INT-GRP,Low Frequency
97,True,2,Never,"chess,poker,hearthstone,,",When I used to play multiplayer games that was definitely the case. Just learning what to expect from your teammates can **help** with rotations and generally with what you can expect to happen.,INT-OTH,Low Frequency
92,True,4,Always,"Fortnite,Rocket League,-,-,-","Playing games revolves around understanding your teammates and the game itself, so it forces you to not only think about yourself, but how to **help** other succeed so it may end in the best result for the team. ",INT-OTH,High Frequency
75,True,7,Most of the time,"Baldurs Gate,Rocket League ,The Finals,Elden Ring,Ready or Not","Yes, gaming improves team player skills through interactive and challenging team-based scenarios that enhance communication, **collaboration**, strategy development, adaptability, leadership abilities, and empathy.",CLB-COP,High Frequency
75,True,7,Most of the time,"Baldurs Gate,Rocket League ,The Finals,Elden Ring,Ready or Not","Yes, gaming improves team player **skills** through interactive and challenging team-based scenarios that enhance communication, collaboration, strategy development, adaptability, leadership **abilities**, and empathy.",CLB-MNG,High Frequency
75,True,7,Most of the time,"Baldurs Gate,Rocket League ,The Finals,Elden Ring,Ready or Not","Yes, gaming improves team player skills through interactive and challenging team-based scenarios that enhance communication, collaboration, **strategy** development, adaptability, leadership abilities, and empathy.",PRO-STR,High Frequency
75,True,7,Most of the time,"Baldurs Gate,Rocket League ,The Finals,Elden Ring,Ready or Not","Yes, gaming improves team player skills through interactive and challenging team-based scenarios that enhance communication, collaboration, strategy development, **adaptability**, leadership abilities, and empathy.",PRO-ADP,High Frequency
75,True,7,Most of the time,"Baldurs Gate,Rocket League ,The Finals,Elden Ring,Ready or Not","Yes, gaming improves **team player** skills through interactive and challenging team-based scenarios that enhance communication, collaboration, strategy development, adaptability, leadership abilities, and empathy.",INT-GRP,High Frequency
75,True,7,Most of the time,"Baldurs Gate,Rocket League ,The Finals,Elden Ring,Ready or Not","Yes, gaming improves team player skills through interactive and challenging team-based scenarios that enhance communication, collaboration, strategy development, adaptability, leadership abilities, and **empathy**.",INT-PER,High Frequency
85,True,7,Most of the time,"Overwatch,The Finals,World of Warcraft,Elden Ring,StarCraft 2","Yes, usually I play team-based games that require a lot of **cooperation** to be successful. I think that this can help me communicate more effectively with my teammates. ",CLB-COP,High Frequency
85,True,7,Most of the time,"Overwatch,The Finals,World of Warcraft,Elden Ring,StarCraft 2","Yes, usually I play team-based games that require a lot of cooperation to be successful. I think that this can **help** me communicate more effectively with my teammates. ",INT-OTH,High Frequency
89,True,5,Half of the time,"Zomboid,Tarkov: arena,Bannerlord ,Ready or not,Lethal company","I believe it does due to the need for communication and **cooperation**,and in some cases the need for developing a plan before the game starts. ",CLB-COP,High Frequency
89,True,5,Half of the time,"Zomboid,Tarkov: arena,Bannerlord ,Ready or not,Lethal company","I believe it does due to the need for communication and cooperation,and in some cases the need for developing a **plan** before the game starts. ",PRO-STR,High Frequency
96,True,5,Most of the time,"Halo,CS2/CSGO,Risk of Rain,Half-Life,Baldur's Gate 3",I'd say so. Gaming with a team on CSGO/CS2 definitely improves communication. As you are constantly giving **callouts** and need to be as **clear** as possible when doing so.  ,COM-CLR,High Frequency
93,True,4,Some of the time,"Minecraft,NHL24,Fortnite,MW,UFC",Yes it makes you communicate and strategize more **efficiently**. ,COM-EFF,High Frequency
93,True,4,Some of the time,"Minecraft,NHL24,Fortnite,MW,UFC",Yes it makes you communicate and **strategize** more efficiently. ,PRO-STR,High Frequency
96,True,5,Some of the time,"Elden Ring,Skyrim,Team Fortress 2,Minecraft,Empyrion","It does, because when gaming multiplayer, you usually need to **work together** with other people to complete an objective. If you're not a team player, your team will not do well. For example, I've been playing on a Minecraft server with my girlfriend and a few others for probably 4 years now. If I did things to hurt the world instead of advance it, we would have much less fun as a group. But since all of us have been working to advance the world for years, it's a very impressive world that I'm proud to be a part of.",CLB-COP,High Frequency
96,True,5,Some of the time,"Elden Ring,Skyrim,Team Fortress 2,Minecraft,Empyrion","It does, because when gaming multiplayer, you usually need to work together with other people to complete an **objective**. If you're not a team player, your team will not do well. For example, I've been playing on a Minecraft server with my girlfriend and a few others for probably 4 years now. If I did things to hurt the world instead of advance it, we would have much less fun as a group. But since all of us have been working to advance the world for years, it's a very impressive world that I'm proud to be a part of.",PRO-GOL,High Frequency
96,True,5,Some of the time,"Elden Ring,Skyrim,Team Fortress 2,Minecraft,Empyrion","It does, because when gaming **multiplayer**, you usually need to work together with other people to complete an objective. If you're not a **team player**, your team will not do well. For example, I've been playing on a Minecraft server with my girlfriend and a few others for probably 4 years now. If I did things to hurt the world instead of advance it, we would have much less fun as a **group**. But since all of us have been working to advance the world for years, it's a very impressive world that I'm proud to be a part of.",INT-GRP,High Frequency
95,True,4,Half of the time,"Terraria,csgo,Overwatch,Souls-like games,Lots of story games",I would say gaming makes you a better team player as it allows you to work with teammates to accomplish a **goal** and work with each other's flaws to be the best.,PRO-GOL,High Frequency
95,True,4,Half of the time,"Terraria,csgo,Overwatch,Souls-like games,Lots of story games",I would say gaming makes you a better **team player** as it allows you to work with teammates to accomplish a goal and work with each other's flaws to be the best.,INT-GRP,High Frequency
78,True,1,Some of the time,"1010,Clash Royal,Brawl Stars,Apex Legends,Overwatch","Yes, it can. It helps you learn how to work as a **group** to accomplish one or multiple missions at once.",INT-GRP,Low Frequency
82,True,3,Some of the time,"Counter Strike,Factorio,Assetto corsa ,Rainbow 6 siege,Minecraft",Games like R6 and CS punish poor communication and in order to be successful everyone needs to be on the same page. This leads to better communication and encourages the more skill players to educate others so they can all be successful as a team.,UNCODED,Low Frequency
85,True,5,Most of the time,"Factorio,Baldur's Gate 3,Persona 4,Lethal Company,Lobotomy Corporation","It does, I tend to stick to **cooperative** games where you have to work with others to achieve your goals. Games like Factorio have you setting up sprawling factories that you want to optimize as much as possible and the only way to achieve that when playing with others (like I do) is through good, constant, communication and planning.",CLB-COP,High Frequency
